API 10/UWI,OFS Region,State/Province,County/Parish,District,Land/Offshore,Contractor Name,Rig Name/Number,Draw Works,Rated HP,Power Type,Mobility,Operator Name,Lease Name,Well Number,Spud Date,Rig Latitude (WGS84),Rig Longitude (WGS84),Permit Number,Permit Approval Date,Permit Posted Date,Permit Depth,Permit Type,Well Type,Drill Type,Field,Formation,Formation Depth,Section,Township,Range,Block,Survey,Abstract,H2S Area,Contractor Contact,Contractor phone,Contractor Email,Contractor Address,Contractor City,Contractor State,Contractor Zip,Contractor Website,Operator Contact,Operator Phone,Operator Address,Operator City,Operator State,Operator Zip,Temporary Location,Directions to Location,Rig ID
4240933088,GULF COAST,Texas,SAN PATRICIO (TX),4,land,Wisco Moran Drilling Company,Wisco Moran 5,DSI PR 1000,1000,MECH,NONE,"FROSTWOOD ENERGY, LLC",MAYO,93H,5/19/2018,28.0292555,-97.392005,839715,5/8/2018,5/7/2018,4100,NewDrill,OIL,H,TAFT,4000,0,,,,,"MAHONEY, P",191,NO,Mike Brown,281-431-2600,mbrown@wiscomoran.com,125 Post,Arcola,TX,77583,http://www.wiscomoran.com,RANDOL TELLKAMP,(713)623-7133,7639 ANCHOR RANCH LOOP ,FLATONIA,TX,78941,N,"1. Head east on TX-188 E/E Sinton St toward N Kohler AveContinue to follow TX-188 EPass by Prosperity Bank (on the left in 0.8 mi) (Distance: 7.1 miles, Est. Time: 0:08:45); 2. Turn right onto Co Rd 73Destination will be on the right (Distance: 0.8 miles, Est. Time: 0:01:17); Total Distance: 7.9 miles, Total Est. Time: 0:10:02; Rig is located 443.6 feet to the W.",3151
4246934403,GULF COAST,Texas,VICTORIA (TX),2,land,Wisco Moran Drilling Company,Wisco Moran 7,Cooper 750-DD,1000,MECH,None,UNION GAS OPERATING COMPANY,BOEHM,1H,5/5/2018,28.6773257,-96.8208797,837943,3/27/2018,3/23/2018,5000,NewDrill,OIL & GAS,H,PLACEDO,NOT REPORTED,0,5,,,,SA&MG RR CO,306,NO,Mike Brown,281-431-2600,mbrown@wiscomoran.com,125 Post,Arcola,TX,77583,http://www.wiscomoran.com,AUSTIN KOBLE,(281)397-0091,14505 TORREY CHASE BLVD STE 205 ,HOUSTON,TX,77014,N,"1. Head south on N Main St toward E North St (Distance: 370.7 feet, Est. Time: 0:00:21); 2. Continue straight to stay on N Main St (Distance: 0.3 miles, Est. Time: 0:01:07); 3. Turn left onto E Goodwin Ave (Distance: 0.7 miles, Est. Time: 0:02:05); 4. Continue onto US-87 S/Port Lavaca DrContinue to follow US-87 S (Distance: 13.6 miles, Est. Time: 0:14:11); 5. Turn right onto Sunray RdDestination will be on the right (Distance: 0.5 miles, Est. Time: 0:01:42); Total Distance: 15.1 miles, Total Est. Time: 0:19:26; Rig is located 333.9 feet to the NW.",3153
4246140720,PERMIAN BASIN,Texas,UPTON (TX),7C,land,"Helmerich & Payne, Inc.",H&P 604,Varco ADS-20SD,1500,AC,,"PIONEER NATURAL RES. USA, INC.",BROOK D-15J,10H,5/31/2018,31.5049053,-101.8033106,832706,11/10/2017,11/2/2017,10670,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,0,16,,,D,"EL&RR RR CO / MOSELEY, E A",655,NO,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,KIKI BRADFORD,9729694051,ATTN WELDON PIERSON 5205 N O'CONNOR BLVD SUITE 200,IRVING,TX,75039,N,"1. Head southwest on Railroad Ave toward Main St (Distance: 511.8 feet, Est. Time: 0:00:21); 2. Turn right at the 1st cross street onto Main St (Distance: 0.7 miles, Est. Time: 0:02:34); 3. Continue onto TX-349 N (Distance: 13.1 miles, Est. Time: 0:11:47); 4. Turn right onto Cord 112-Shell Rd (Distance: 7.8 miles, Est. Time: 0:09:30); 5. Merge onto Farm to Market Rd 2594/Ranch Rd 2594 (Distance: 2.1 miles, Est. Time: 0:02:16); 6. Turn right (Distance: 2.0 miles, Est. Time: 0:06:15); Total Distance: 25.8 miles, Total Est. Time: 0:32:43; Rig is located 0.9 miles to the S.",3066
4232942222,PERMIAN BASIN,Texas,MIDLAND (TX),8,land,"Helmerich & Payne, Inc.",H&P 605,VARCO ADS-20SD,1500,AC,,APACHE CORPORATION,JUNE TIPPETT 1213 HZ UNIT,20HS,5/9/2018,31.7072539,-102.172983,835093,1/22/2018,1/11/2018,11000,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,1,,,41 T4S,T&P RR CO,391,NO,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,MARGARET DRENNAN,,ATTN  ELAINE RUEDA   STE 1000 2000 W SAM HOUSTON PKY SOUTH,HOUSTON,TX,77042,N,"1. Head south on S Big Spring St toward W Missouri Ave (Distance: 0.8 miles, Est. Time: 0:02:06); 2. Continue onto Rankin HwyPass by McDonald's (on the left in 0.8 mi) (Distance: 0.8 miles, Est. Time: 0:02:31); 3. Turn right onto E Interstate 20 E (Distance: 400.3 feet, Est. Time: 0:00:16); 4. Take the ramp on the left onto I-20 W/TX-158 WContinue to follow I-20 W (Distance: 9.1 miles, Est. Time: 0:08:26); 5. Take exit 126 for Farm to Market 1788 toward Midland Int'l Airport (Distance: 1128.6 feet, Est. Time: 0:00:32); 6. Slight left onto E Interstate 20 W (Distance: 406.8 feet, Est. Time: 0:00:12); 7. Turn left onto FM1788 S/Ranch Rd 1788 S/TX-349 SContinue to follow FM1788 S/Ranch Rd 1788 S (Distance: 14.4 miles, Est. Time: 0:15:16); 8. Turn rightDestination will be on the left (Distance: 1.3 miles, Est. Time: 0:04:31); Total Distance: 26.8 miles, Total Est. Time: 0:33:50; Rig is located 398.9 feet to the S.",3067
4232942195,PERMIAN BASIN,Texas,MIDLAND (TX),8,land,"Nabors Industries, Ltd.",Nabors X16,,1500,AC,Walking,"CHEVRON, U.S.A., INC.","SCHARBAUER, C. 'A'",0033LS,4/25/2018,31.9018784,-102.181942,834420,1/4/2018,12/19/2017,10000,NewDrill,OIL & GAS,H,PARKS,CONSOLIDATED,9000,21,,,40,T&P RR CO,57,NO,James Leiser,281-874-0035,James.Leiser@nabors.com,"515 West Greens Road, Ste 1000",Houston,TX,77067,http://www.nabors.com,P. CALDWELL,,£15 SMITH ROAD ,MIDLAND,TX,79705,N,"1. Head south on S Big Spring St toward W Missouri Ave (Distance: 0.8 miles, Est. Time: 0:02:06); 2. Continue onto Rankin HwyPass by McDonald's (on the left in 0.8 mi) (Distance: 0.8 miles, Est. Time: 0:02:31); 3. Turn right onto E Interstate 20 E (Distance: 400.3 feet, Est. Time: 0:00:16); 4. Take the ramp on the left onto I-20 W/TX-158 WContinue to follow I-20 W (Distance: 9.1 miles, Est. Time: 0:08:26); 5. Take exit 126 for Farm to Market 1788 toward Midland Int'l Airport (Distance: 1128.6 feet, Est. Time: 0:00:32); 6. Slight left onto E Interstate 20 W (Distance: 406.8 feet, Est. Time: 0:00:12); 7. Turn left onto FM1788 S/Ranch Rd 1788 S/TX-349 SContinue to follow FM1788 S/Ranch Rd 1788 S (Distance: 3.5 miles, Est. Time: 0:04:57); 8. Turn left onto W County Rd 160 (Distance: 2.5 miles, Est. Time: 0:06:04); 9. Turn left (Distance: 1.2 miles, Est. Time: 0:04:15); 10. Turn left (Distance: 0.7 miles, Est. Time: 0:02:21); 11. Turn right (Distance: 0.9 miles, Est. Time: 0:03:31); Total Distance: 19.8 miles, Total Est. Time: 0:35:11; Rig is located 772.6 feet to the NE.",3027
4230133967,PERMIAN BASIN,Texas,LOVING (TX),8,land,"Nabors Industries, Ltd.",Nabors X05,Canrig Commander 1500,1500,AC,,"RKI EXPLORATION & PRODUCTION, LLC",BIG HORN 56-1-19,2H,5/5/2018,31.9553371,-103.8904859,838410,4/12/2018,4/4/2018,16000,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,19,,,56 T1,T&P RR CO,149,YES,James Leiser,281-874-0035,James.Leiser@nabors.com,"515 West Greens Road, Ste 1000",Houston,TX,77067,http://www.nabors.com,LARRY RADER,,199 BRYAN STREET SUITE 999 ,DALLAS,TX,75201,N,"1. Head northwest on El Paso St toward Barstow St (Distance: 639.8 feet, Est. Time: 0:00:23); 2. El Paso St turns right and becomes Wheat St (Distance: 751.3 feet, Est. Time: 0:00:28); 3. Turn left onto Co Rd 300 (Distance: 20.7 miles, Est. Time: 0:22:56); 4. Turn left onto RM 652 W (Distance: 2.3 miles, Est. Time: 0:02:48); 5. Turn right (Distance: 1053.1 feet, Est. Time: 0:00:57); 6. Slight left (Distance: 7.4 miles, Est. Time: 0:21:22); 7. Turn right (Distance: 1.5 miles, Est. Time: 0:04:26); Total Distance: 32.3 miles, Total Est. Time: 0:53:20; Rig is located 0.5 miles to the NE.",3045
4236538392,ARKLATEX,Texas,PANOLA (TX),6,land,"Nabors Industries, Ltd.",Nabors X17,,1500,AC,Walking,ROCKCLIFF ENERGY OPERATING LLC,HULL A HV UNIT K,11H,5/23/2018,32.1468653,-94.2545092,836364,2/26/2018,2/14/2018,12000,NewDrill,GAS,H,CARTHAGE,HAYNESVILLE SHALE,9000,,,,,"SPARKS, W F",869,NO,James Leiser,281-874-0035,James.Leiser@nabors.com,"515 West Greens Road, Ste 1000",Houston,TX,77067,http://www.nabors.com,JAMIE ROBINSON,7133510500,1301 MCKINNEY STREET SUITE 1300 ,HOUSTON,TX,77010,N,"1. Head east on E Panola St toward Live Oak St (Distance: 367.5 feet, Est. Time: 0:00:13); 2. Turn right at the 1st cross street onto Live Oak St (Distance: 262.5 feet, Est. Time: 0:00:29); 3. Turn left at the 1st cross street onto E Sabine St (Distance: 0.8 miles, Est. Time: 0:01:32); 4. Turn right onto Wilson St (Distance: 511.8 feet, Est. Time: 0:00:21); 5. Turn left onto Lake St (Distance: 1.4 miles, Est. Time: 0:03:04); 6. Continue onto Hill Lake Dr (Distance: 2.1 miles, Est. Time: 0:04:00); 7. Turn right (Distance: 0.6 miles, Est. Time: 0:02:14); 8. Slight right (Distance: 1.5 miles, Est. Time: 0:05:20); Total Distance: 6.5 miles, Total Est. Time: 0:17:13; Rig is located 0.6 miles to the N.",3046
4225535886,GULF COAST,Texas,KARNES (TX),2,land,"Nabors Industries, Ltd.",Nabors X19,,1500,AC,Walking,STATOIL TEXAS ONSHORE PROP LLC,USZYNSKI-FURLOW (SA) C 4,C  4H,4/29/2018,28.7963695,-97.8230609,838396,4/11/2018,4/4/2018,15000,NewDrill,OIL & GAS,H,SUGARKANE,EAGLE FORD,13950,,,,,"MARTINEZ, C",6,YES,James Leiser,281-874-0035,James.Leiser@nabors.com,"515 West Greens Road, Ste 1000",Houston,TX,77067,http://www.nabors.com,MARIA ELSBURY,7132407648,ATTN KATHY HUTCHING 2103 CITYWEST BLVD STE 800,HOUSTON,TX,77042,N,"1. Head west on E Calvert Ave toward S Panna Maria Ave (Distance: 75.5 feet, Est. Time: 0:00:03); 2. Turn left at the 1st cross street onto S Panna Maria Ave (Distance: 0.9 miles, Est. Time: 0:02:18); 3. Turn left onto US-181 S (Distance: 4.0 miles, Est. Time: 0:05:09); 4. Turn left onto N 5th St (Distance: 0.8 miles, Est. Time: 0:01:59); 5. Turn left onto W Main St (Distance: 0.3 miles, Est. Time: 0:01:00); 6. W Main St turns slightly right and becomes TX-72 E/Laredo (Distance: 0.9 miles, Est. Time: 0:01:12); 7. Turn right onto County Rd 329 (Distance: 0.9 miles, Est. Time: 0:02:26); 8. Continue onto County Rd 330 (Distance: 0.6 miles, Est. Time: 0:01:03); 9. Turn right (Distance: 748.0 feet, Est. Time: 0:00:46); Total Distance: 8.6 miles, Total Est. Time: 0:15:56; Rig is located 0.9 miles to the SW.",3047
4212737774,GULF COAST,Texas,DIMMIT (TX),1,land,"Helmerich & Payne, Inc.",H&P 420,Varco ADS-20SD,1500,AC,,"SN EF MAVERICK, LLC",BRISCOE CATARINA WEST,31HE,5/31/2018,28.2691603,-99.799023,835543,1/29/2018,1/23/2018,8500,NewDrill,OIL & GAS,H,BRISCOE RANCH,EAGLEFORD,0,33,,,,GWT&P RR CO,80,YES,Clyde Hebert,918-742-5531,Clyde.Hebert@hpidc.com,1437 South Boulder Ave,Tulsa,OK,74119,http://www.hpinc.com,NIKI HECKER,(713)783-8000,1000 MAIN STREET SUITE 3000 ,HOUSTON,TX,77002,N,"1. Head east on Pena St toward S 5th StPass by Pizza Hut (on the left) (Distance: 1118.8 feet, Est. Time: 0:00:52); 2. Turn right onto US-83 S/S 1st StContinue to follow US-83 S (Distance: 17.2 miles, Est. Time: 0:17:58); 3. Turn right onto Ranch Rd 2688Destination will be on the right (Distance: 11.8 miles, Est. Time: 0:13:28); Total Distance: 29.3 miles, Total Est. Time: 0:32:18; Rig is located 443.7 feet to the NW.",2304
4225535887,GULF COAST,Texas,KARNES (TX),2,land,"Patterson-UTI Drilling Company, LLC",Patterson 267,Alta Rig 1513,1500,AC,Walking,"EOG RESOURCES, INC.",LEONARD AC UNIT,109H,5/26/2018,29.005367,-97.8732685,838511,4/12/2018,4/6/2018,11300,NewDrill,OIL,H,SUGARKANE,AUSTIN CHALK,0,371,,,,"MITCHELL, A F",201,NO,Shanda Beyer,281-765-7100,Shanda.Beyer@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,ASHLEY HAHN,713-651-6558,ATTN SHAREEN NASH PO BOX 4362,HOUSTON,TX,77210,N,"1. Head west on E Calvert Ave toward S Panna Maria Ave (Distance: 75.5 feet, Est. Time: 0:00:03); 2. Turn right at the 1st cross street onto Texas 123 Business/N Panna Maria AveContinue to follow Texas 123 Business (Distance: 1.2 miles, Est. Time: 0:02:39); 3. Turn right onto E Pleasants St (Distance: 98.4 feet, Est. Time: 0:00:03); 4. Turn left onto TX-123 N (Distance: 3.8 miles, Est. Time: 0:03:54); 5. Turn right onto FM 81 E (Distance: 0.8 miles, Est. Time: 0:01:23); 6. Turn left onto FM2724 (Distance: 4.1 miles, Est. Time: 0:05:12); Total Distance: 9.9 miles, Total Est. Time: 0:13:14; Rig is located 793.2 feet to the W.",2319
4236538385,ARKLATEX,Texas,PANOLA (TX),6,land,"Sidewinder Drilling, Inc.",Sidewinder 103,AMERICAN BLOCK DKS-1500-E,1500,AC,Walking,ROCKCLIFF ENERGY OPERATING LLC,POPE JEAN HV UNIT,1H,5/22/2018,32.146318,-94.0446264,835718,2/1/2018,1/29/2018,12000,NewDrill,GAS,H,CARTHAGE,HAYNESVILLE SHALE,9000,,,,,"BAKER, J W",60,NO,Scott Keller,832-320-7600,,952 Echo Lane,Houston,TX,77024,http://www.sidewinderdrilling.com,JAMIE ROBINSON,7133510500,1301 MCKINNEY STREET SUITE 1300 ,HOUSTON,TX,77010,N,"1. Head east on E Panola St toward Live Oak St (Distance: 367.5 feet, Est. Time: 0:00:13); 2. Turn right at the 1st cross street onto Live Oak St (Distance: 262.5 feet, Est. Time: 0:00:29); 3. Turn left at the 1st cross street onto E Sabine St (Distance: 0.4 miles, Est. Time: 0:01:02); 4. Turn right onto Antioch Rd/Forsythe StContinue to follow Antioch Rd (Distance: 4.8 miles, Est. Time: 0:07:12); 5. Turn left onto FM 2517 E (Distance: 9.6 miles, Est. Time: 0:10:02); 6. Turn left to stay on FM 2517 E (Distance: 6.7 miles, Est. Time: 0:06:56); 7. Turn right onto C R 466/State Line Rd (Distance: 1.4 miles, Est. Time: 0:03:13); Total Distance: 22.9 miles, Total Est. Time: 0:29:07; Rig is located 908.7 feet to the W.",2272
4231741298,PERMIAN BASIN,Texas,MARTIN (TX),8,land,"Sidewinder Drilling, Inc.",Sidewinder 104,AMERICAN BLOCK DKS-1500-E,1500,AC,Walking,LARIO OIL AND GAS COMPANY,STEUBEN 5,102,5/13/2018,32.2385112,-101.7325125,836413,3/16/2018,2/14/2018,10000,NewDrill,OIL & GAS,H,SPRABERRY,WOLFBERRY TREND,9252,27,,,35 T1N,T&P RR CO,54,NO,Scott Keller,832-320-7600,,952 Echo Lane,Houston,TX,77024,http://www.sidewinderdrilling.com,RYAN BERGERON,,1601 ELM ,DALLAS,TX,75201,N,"1. Head north on St Mary St toward N Front St (Distance: 72.2 feet, Est. Time: 0:00:03); 2. Turn right at the 1st cross street onto I-20BL E/N Front StContinue to follow I-20BL E (Distance: 1.5 miles, Est. Time: 0:01:59); 3. Keep left to continue toward I-20BL W (Distance: 534.8 feet, Est. Time: 0:00:16); 4. Continue onto I-20BL W (Distance: 0.5 miles, Est. Time: 0:01:04); 5. Continue onto I-20 Frontage Rd (Distance: 2.2 miles, Est. Time: 0:02:46); 6. Turn left onto Farm Rd 3033 (Distance: 5.3 miles, Est. Time: 0:06:10); 7. Turn right onto Co Rd 2700 (Distance: 0.5 miles, Est. Time: 0:01:41); 8. Turn left (Distance: 0.4 miles, Est. Time: 0:01:41); Total Distance: 10.6 miles, Total Est. Time: 0:15:40; Rig is located 0.6 miles to the E.",2276
4235733664,MID-CON,Texas,OCHILTREE (TX),10,land,"Patterson-UTI Drilling Company, LLC",Patterson 265,Alta Rig ARS-1200-AC,1000,AC,,MEWBOURNE OIL COMPANY,WHITE 57,M002PA,5/14/2018,36.2175749,-100.9311618,833786,12/7/2017,12/1/2017,7100,NewDrill,OIL & GAS,H,ALLEN-PARKER,MARMATON,0,57,,,13,T&NO RR CO,386,NO,Kelly Cossette,281-765-7100,Kelly.Cossette@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,REBECCA DUNN,9035612900,BOX 7698 ,TYLER,TX,75711,N,"1. Head northeast on E Brillhart Ave toward S Ash St (Distance: 872.7 feet, Est. Time: 0:00:28); 2. Turn right onto E Center Ave (Distance: 196.9 feet, Est. Time: 0:00:16); 3. Turn right at the 1st cross street to stay on E Center Ave (Distance: 393.7 feet, Est. Time: 0:00:36); 4. Turn right onto S Ash St (Distance: 19.7 feet, Est. Time: 0:00:08); 5. Turn left at the 1st cross street onto E Brillhart Ave (Distance: 0.4 miles, Est. Time: 0:01:20); 6. Continue onto TX-15 W/SW 3rd AveContinue to follow TX-15 W (Distance: 10.3 miles, Est. Time: 0:09:55); 7. Turn left onto FM376/Ranch Rd 376 (Distance: 5.2 miles, Est. Time: 0:05:49); 8. Turn left onto County Rd S (Distance: 2.0 miles, Est. Time: 0:04:46); 9. Turn right onto Co Rd 9 (Distance: 2.0 miles, Est. Time: 0:04:29); Total Distance: 20.2 miles, Total Est. Time: 0:27:47; Rig is located 0.3 miles to the W.",2382
4230133708,PERMIAN BASIN,Texas,LOVING (TX),8,land,Precision Drilling Corporation,Precision 597,NOV ADS-10SD,1800,AC,Walking,"ANADARKO E&P ONSHORE, LLC",SASSAFRAS 55-1-24 UNIT,2H,5/1/2018,31.957514,-103.7170793,832088,10/27/2017,10/17/2017,13000,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,13,,,55 T1,T&P RR CO,98,YES,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,FATMA ABDALLAH,(832)636-3130,ATTN  FRANK A. DAVIS PO BOX 1330,HOUSTON,TX,77251,N,"1. Head northwest on El Paso St toward Barstow St (Distance: 639.8 feet, Est. Time: 0:00:23); 2. El Paso St turns right and becomes Wheat St (Distance: 751.3 feet, Est. Time: 0:00:28); 3. Turn left onto Co Rd 300 (Distance: 20.0 miles, Est. Time: 0:21:48); 4. Sharp right (Distance: 1.2 miles, Est. Time: 0:04:17); Total Distance: 21.5 miles, Total Est. Time: 0:26:56; Rig is located 0.6 miles to the NE.",2439
4232942537,PERMIAN BASIN,Texas,MIDLAND (TX),8,land,Precision Drilling Corporation,Precision 599,NOV ADS-10 SD,1800,AC,None,SUMMIT PETROLEUM LLC,BANAY,22WB,5/25/2018,31.6708908,-102.2555009,840293,5/22/2018,5/21/2018,10200,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,10000,7,,,41 T4S,T&P RR CO,394,NO,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,ANN RITCHIE,4326829800,550 W TEXAS AVE STE 700 ,MIDLAND,TX,79701,N,"1. Head south on S Big Spring St toward W Missouri Ave (Distance: 0.8 miles, Est. Time: 0:02:06); 2. Continue onto Rankin HwyPass by McDonald's (on the left in 0.8 mi) (Distance: 1.0 miles, Est. Time: 0:03:15); 3. Continue onto TX-349 S (Distance: 18.3 miles, Est. Time: 0:17:58); 4. Turn right onto FM1787 W (Distance: 16.1 miles, Est. Time: 0:17:10); Total Distance: 36.2 miles, Total Est. Time: 0:40:29; Rig is located 0.7 miles to the E.",2440
4217337807,PERMIAN BASIN,Texas,GLASSCOCK (TX),8,land,Precision Drilling Corporation,Precision 600,NOV ADS-10 SD,1800,AC,,HUNT OIL COMPANY,HARRIS-COOK 70,207HL,5/15/2018,31.7733736,-101.7303728,834536,2/1/2018,12/21/2017,8150,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,20,,,36,T & P RR CO,,NO,Kevin Satter,713-435-6100,ksatter@precisiondrilling.com,"10350 Richmond Ave, Ste 700",Houston,TX,77042,http://www.precisiondrilling.com,EMILY DICARLO,(214)978-8000,1900 NORTH AKARD STREET ,DALLAS,TX,75201,N,"1. Head south toward TX-158 E (Distance: 196.9 feet, Est. Time: 0:00:09); 2. Turn right onto TX-158 W (Distance: 4.6 miles, Est. Time: 0:04:43); 3. Turn left onto Co Rd 125 (Distance: 1.9 miles, Est. Time: 0:02:23); 4. Turn right onto Co Rd 110 (Distance: 11.8 miles, Est. Time: 0:13:41); 5. Turn left (Distance: 0.9 miles, Est. Time: 0:03:15); 6. Turn right (Distance: 0.4 miles, Est. Time: 0:01:00); 7. Turn left (Distance: 0.4 miles, Est. Time: 0:01:40); Total Distance: 20.0 miles, Total Est. Time: 0:26:51; Rig is located 1011.5 feet to the NE.",2441
4220335304,ARKLATEX,Texas,HARRISON (TX),6,land,"Patterson-UTI Drilling Company, LLC",Patterson 271,Alta Rig 1513,1500,AC,Walking,COVEY PARK RESOURCES LLC,MARGIE-PERRY,10H,4/24/2018,32.4653909,-94.2455598,837687,3/23/2018,3/19/2018,11350,NewDrill,GAS,H,CARTHAGE,HAYNESVILLE SHALE,0,,,,,"USSURY, M S",722,NO,Dena R. Brown,281-765-7100,Dena.Brown@patenergy.com,"450 Gears Road, Ste 500",Houston,TX,77067,http://www.patenergy.com,DONNA HARMON,(214)548-6000,8401 N CENTRAL EXPY SUITE 700 ,DALLAS,TX,75225,N,"1. Head south on S Washington Ave toward E Bowie St (Distance: 1138.5 feet, Est. Time: 0:01:21); 2. Turn left onto E Travis St (Distance: 1.8 miles, Est. Time: 0:04:29); 3. Continue straight to stay on E Travis St (Distance: 1000.7 feet, Est. Time: 0:00:20); 4. Turn right onto Indian Springs Dr (Distance: 1.2 miles, Est. Time: 0:01:30); 5. Continue onto Elysian Fields Ave (Distance: 2.8 miles, Est. Time: 0:03:08); 6. Turn left to merge onto I-20 E (Distance: 2.8 miles, Est. Time: 0:02:37); 7. Take exit 624 for Farm to Market Rd 2199 toward Scottsville (Distance: 0.3 miles, Est. Time: 0:00:26); 8. Turn right onto FM 2199 (Distance: 1.7 miles, Est. Time: 0:01:58); 9. Turn right onto Tracy Rd (Distance: 1102.4 feet, Est. Time: 0:00:52); Total Distance: 11.2 miles, Total Est. Time: 0:16:41; Rig is located 0.7 miles to the S.",2451
4222739523,PERMIAN BASIN,Texas,HOWARD (TX),8,land,"Independence Contract Drilling, Inc.",Independence 218,Independence ICD-1600,1500,AC,Walking,CALLON PETROLEUM COMPANY,GIBSON UNIT 28-21,6AH,4/27/2018,32.4973978,-101.6210874,836915,4/17/2018,2/28/2018,8500,NewDrill,OIL & GAS,H,SPRABERRY,TREND AREA,0,28,,,33 T3N,"T&P RR CO / ALLEN, C T",1237,NO,Chris Menefee,281-598-1230,cmenefee@icdrilling.com,11601 N. Galayda St.,Houston,TX,77086,http://www.icdrilling.com/,RYAN EMERY,(601)446-1307,P O BOX 1287 ,NATCHEZ,TX,39121,N,"1. Head northeast on W 4th St toward S Gregg St (Distance: 75.5 feet, Est. Time: 0:00:05); 2. Turn left at the 1st cross street onto US-87 N/S Gregg StContinue to follow US-87 NPass by McAlister's Deli (on the right in 1.0 mi) (Distance: 20.1 miles, Est. Time: 0:20:12); 3. Turn right onto Wcr-54 (Distance: 2.4 miles, Est. Time: 0:07:36); Total Distance: 22.6 miles, Total Est. Time: 0:27:53; Rig is located 703.0 feet to the N.",2564
4230133712,PERMIAN BASIN,Texas,LOVING (TX),8,land,"Independence Contract Drilling, Inc.",Independence 201,I.C. Drilling ICD-1600,1500,AC,Walking,"RSP PERMIAN, LLC",RUDD DRAW 26-3,4H,4/13/2018,31.8698573,-103.4494543,832180,10/26/2017,10/19/2017,13000,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,2,,,C26,"PSL/DRIVER, L",1036,YES,Chris Menefee,281-598-1230,cmenefee@icdrilling.com,11601 N. Galayda St.,Houston,TX,77086,http://www.icdrilling.com/,CELESTE DALE,2142522700,3141 HOOD ST STE 500 ,DALLAS,TX,75219,N,"1. Head southeast on El Paso St toward TX-302 E (Distance: 331.4 feet, Est. Time: 0:00:12); 2. Turn left at the 1st cross street onto TX-302 E (Distance: 10.2 miles, Est. Time: 0:10:26); 3. Turn left onto Purple Cattleguard Rd (Distance: 1.0 miles, Est. Time: 0:04:14); 4. Turn left (Distance: 2.1 miles, Est. Time: 0:07:09); 5. Continue straight (Distance: 5.2 miles, Est. Time: 0:17:25); 6. Turn right (Distance: 1204.1 feet, Est. Time: 0:00:50); Total Distance: 18.8 miles, Total Est. Time: 0:40:16; Rig is located 828.6 feet to the S.",2565
4230133893,PERMIAN BASIN,Texas,LOVING (TX),8,land,"Independence Contract Drilling, Inc.",Independence 202,Independence ICD-1600,1500,AC,Walking,"RSP PERMIAN, LLC",BRUNSON E 806,2H,5/3/2018,31.9578211,-103.4700353,836736,2/27/2018,2/22/2018,13000,NewDrill,OIL & GAS,H,PHANTOM,WOLFCAMP,0,9,,,C26,"PSL / BRUNSON, G S",1011,YES,Chris Menefee,281-598-1230,cmenefee@icdrilling.com,11601 N. Galayda St.,Houston,TX,77086,http://www.icdrilling.com/,CELESTE DALE,2142522700,3141 HOOD ST STE 500 ,DALLAS,TX,75219,N,"1. Head southeast on El Paso St toward TX-302 E (Distance: 331.4 feet, Est. Time: 0:00:12); 2. Turn left at the 1st cross street onto TX-302 E (Distance: 10.2 miles, Est. Time: 0:10:26); 3. Turn left onto Purple Cattleguard Rd (Distance: 1.0 miles, Est. Time: 0:04:14); 4. Turn left (Distance: 2.1 miles, Est. Time: 0:07:09); 5. Continue straight (Distance: 10.5 miles, Est. Time: 0:33:48); 6. Turn right (Distance: 2.5 miles, Est. Time: 0:07:36); 7. Turn leftDestination will be on the right (Distance: 0.6 miles, Est. Time: 0:02:14); Total Distance: 26.9 miles, Total Est. Time: 1:05:39; Rig is located 473.7 feet to the N.",2566
